Resource ID(s),itemTitle,rightsStatement,publisher,digitizationNomination,originalCarrierLocation,channelConfigurationPhysical,physicalFormat,durationPhysical,proxyFilename,preservationFilename,filesize,channelConfigurationDigital,encoding,sampleRate,bitDepth,checksumString,checksumType,assetIdentifier,date,dateType,contributor,Subject,description,epsIdentifier,rightsSummary,ancillaryMaterials,coverageTemporal,coverageSpatial,generations,Genre,dispositionNomination,fileLocation,relatedInstantiationID,durationDigital,condition,dateDigitized,digitalQC,identifier2,identifierSource2,instantiationTimeStart,intellectualAssetType
22,"Musical, narrated vignettes around Oregon. Original creation date is late 1970s, early 1980s per a conversation with Tom Hood. Ernie Hood recorded and created this tape for KBOO.",,KBOO,digitized 5/18/2016 BAVC,KBOO Archives Room,,1/4 inch audio tape,00:55:29,kboo_7-1514_RadioPictures.mp3,kboo_7-1514_RadioPictures.wav,1.80 GB,stereo,wav,96 kHz,24 bits,6205bce5f3acb3621f72b13a13749033,md5,7-1514,1975,content created,Ernie Hood (KBOO),History,,,Saleable,,,,,,,S:StaffAnalog Archive Project_final10inchreel,,,dusty tape,5/18/2016,"tape is in bad condition, could barely play back on machine, slowed down to a stop baked multiple times recorded at 15 ips, slowed down in post",1003961,BAVC barcode,,
21,docu. on KBOO getting evicted,,,digitized 4/22/2016 BAVC,KBOO Archives Room,,1/4 inch audio tape,01:00:00,kboo_7-1503_19771216_KBOONewsandFeedback.mp3,kboo_7-1503_19771216_KBOONewsandFeedback.wav,1.80 GB,stereo,wav,96 kHz,24 bits,d4c111ac76c5a0cae799a42adf1f789d,md5,7-1503,1977-12-16,unknown,,History,,,Saleable,,,,,,,S:StaffAnalog Archive Project_final10inchreel,,,,4/22/2016,audio gets louder without notice a couple times,1003959,BAVC barcode,,
20,KBOO 25th Anniversary: John Talley,,,digitized 5/4/2016 BAVC,KBOO Archives Room,,1/4 inch audio tape,00:30:00,kboo_7-0877_19930912_JohnTalley.mp3,kboo_7-0877_19930912_JohnTalley.wav,1.15 GB,stereo,wav,96 kHz,24 bits,8f2264fcd8266ea9b675753ac67f8e6f,md5,7-0877,1993-09-12,unknown,John Talley,"Indigenous, History",,,Saleable,,,,,,,S:StaffAnalog Archive Project_final10inchreel,,,,5/4/2016,,1003962,BAVC barcode,,
19,Ernie Hood talks about jazz music,,KBOO,digitized 4/29/2016 BAVC,KBOO Archives Room,,1/4 inch audio tape,00:30:00,kboo_7-0762_19730212_ErnieHood.mp3,kboo_7-0762_19730212_ErnieHood.wav,892 MB,stereo,wav,96 kHz,24 bits,0a896496888782e6d95c4303ad58dac5,md5,7-0762,1973-02-12,unknown,Ernie Hood (KBOO),History,"HomerClark, GarthMillerOnJazz.SameAs CD-1783",eps00087,Saleable,,,,,,,S:StaffAnalog Archive Project_final10inchreel,,,,4/29/2016,tape hiss native,1003965,BAVC barcode,,
18,Program three: a series about radio,,KRAB? KBOO?,digitized 5/18/2016 BAVC,KBOO Archives Room,,1/4 inch audio tape,00:56:00,kboo_5-0073_19701220_SeriesAboutRadio_NotComplete.mp3,kboo_5-0073_19701220_SeriesAboutRadio_NotComplete.wav,596 MB,mono,wav,96 kHz,24 bits,4ba766217b0637a2bccf1fe418d5630a,md5,5-0073,1970-12-20,unknown,"Lorenzo Milam (speaker), Al Schwartz (Producer)",History,"With Lorenzo Milam, 12-20-70. 3.75 ips half track, self-contained, 31 minutes. On community radio",,Saleable,,,,,,,S:StaffAnalog Archive Project_final10inchreel,,,uneven wind. ***UNABLE TO RECORD FULL TAKE OF TAPE*** Added leader to beginning of tape. Numerous audio quality issues due to tape degradation.,5/18/2016,***UNABLE TO RECORD FULL TAKE OF TAPE*** Added leader to beginning of tape. Numerous audio quality issues due to tape degradation.,1003967,BAVC barcode,,
17,Program two: a series about radio,,,digitized 4/22/2016 BAVC,KBOO Archives Room,,1/4 inch audio tape,00:56:00,kboo_5-0072_19710126_BillNorthwood.mp3,kboo_5-0072_19710126_BillNorthwood.wav,1.67 GB,mono,wav,96 kHz,24 bits,a1facccf01c1a2668c94695b4444dcb7,md5,5-0072,1971-01-26,unknown,Bill Northwood (KPFA),History,"Bill Northwood (KPFA) on community radio. 3.75 ips half track, self-contained, 56 minutes.",,Saleable,,,,,,,S:StaffAnalog Archive Project_final10inchreel,,,"loose, uneven wind",4/22/2016,,1003969,BAVC barcode,,
16,Program one: a series about radio,,,digitized 4/22/2016 BAVC,KBOO Archives Room,,1/4 inch audio tape,00:56:00,kboo_5-0071_19701213_SeriesAboutRadio.mp3,kboo_5-0071_19701213_SeriesAboutRadio.wav,1020 MB,mono,wav,96 kHz,24 bits,aa069e4cc90cfd2fa67a07d5d59b4643,md5,5-0071,1970-12-13,unknown,Larry Bensky,History,"Larry Bensky of the Airwaves Collective in San Francisco, 12-13-70. Speaks about community radio in the 1960s. 3.75 ips half track, self-contained, 33 minutes. History of San Francisco in the 1960s. Aired January 24, 1971.",,Saleable,,,,,,,S:StaffAnalog Archive Project_final10inchreel,,,loose wind. content on track 1 only,4/22/2016,28:51 - native drop in audio,1003966,BAVC barcode,,
15,Interview with Gus Van Sant,,KBOO,digitized 4/27/2016 BAVC,KBOO Archives Room,,1/4 inch audio tape,00:24:00,kboo_5-0045_19891103_InterviewWithGusVanSant.mp3,kboo_5-0045_19891103_InterviewWithGusVanSant.wav,809 MB,mono,wav,96 kHz,24 bits,c9021db4daaa2c6a452618d039381e25,md5,5-0045,1989-11-03,unknown,"Gus Van Sant (interviewee), D. Lifton (recorded by)",Film,directed Drugstore Cowboy. Interview contains announcement of opening of Film Friday Nov 3.,,Saleable,,,,,,,S:StaffAnalog Archive Project_final10inchreel,,,,4/27/2016,,1003968,BAVC barcode,,
14,10-1216 title,,,digitized in house,KBOO Archives Room,,1/4 inch audio tape,00:56:00,,,,,,,,,,10-1216,2000-05-01,unknown,Brian McWilliams,"Labor, Activism",intvw-pres. of ILWU,,Saleable,,,,,,,,,,#N/A,,,,,,
13,Media distortion of the 1999 Seattle World Trade Organization (WTO) protests,,KBOO,digitized in house,KBOO Archives Room,,1/4 inch audio tape,01:02:00,kboo_10-1142_20000201.mp3,kboo_10-1142_20000201.wav,331 MB,mono,wav,44.1 kHz,16,AE9D832F240B2A2A7179B3F26901DD6C,md5,10-1142,2000-02-01,unknown,,"Media, Government/Politics","Norman Solomon, speaker",eps00082,Saleable,,,,,,,S:StaffAnalog Archive Project_working10-Inch Reel10-1142,CS-1374,1:05:00,#N/A,10/31/2015,Audio distortions start at 00:02:50,,,0:00:00,Episode
12,Early Indian World,,,digitized 4/15/2016 BAVC,KBOO Archives Room,,1/4 inch audio tape,00:43:00,kboo_10-1042_19800614_IndianWorld.mp3,kboo_10-1042_19800614_IndianWorld.wav,1.47 GB,mono,wav,96 kHz,24 bits,7aeda7e3338fa95c513866dbe6138615,md5,10-1042,1980-06-14,unknown,John Talley,"History, Indigenous","1980 Rose Festival pow wow commentary. Warm Springs news, CBC - Walking Eagle; Protest song, NFCB conference. Music - Tom Baste",,Saleable,,,,,,,S:StaffAnalog Archive Project_final10inchreel,,,"small hole loose wind, popped strands",4/15/2016,,1003980,BAVC barcode,,
11,"Open House, new building",,,digitized 2016 BAVC,KBOO Archives Room,,1/4 inch audio tape,00:25:00,kboo_10-0917_19830308_OpenHouseNewBuilding.mp3,kboo_10-0917_19830308_OpenHouseNewBuilding.wav,526 MB,mono,wav,96 kHz,24 bits,3258ef1f2df0cc0eaf06f3641051e507,md5,10-0917,1983-03-08,unknown,,History,open house-new building-20 S.E. 8th,,Saleable,,,,,,,S:StaffAnalog Archive Project_final10inchreel,,,"big hole. tape starts as mono track, becomes stereo, switches back to mono",2016,01:03 - becomes stereo 10:55 - becomes mono,1003978,BAVC barcode,,
10,Black History,,,digitized 5/9/2016 BAVC,KBOO Archives Room,,1/4 inch audio tape,00:40:00,kboo_10-0524_19970907_BlackHistory.mp3,kboo_10-0524_19970907_BlackHistory.wav,1.39 GB,mono,wav,96 kHz,24 bits,e61eeb37031620b21ee9a300f7beebb3,md5,10-0524,1977-09-07,unknown,George Page,"Race, African American, Civil Rights/Human Rights, History",2 parts: Blacks in the Laws; tribute to George Page,,Saleable,,,,,,,S:StaffAnalog Archive Project_final10inchreel,,,"big hole loose wind, popped strands",5/9/2016,,1003979,BAVC barcode,,
9,KBOO 25th Anniversary: Original Interview with Michael,,,digitized 5/9/2016 BAVC,KBOO Archives Room,,1/4 inch audio tape,,kboo_10-0391t4_19930912_OriginalInterviewwithMicheal.mp3,kboo_10-0391t4_19930912_OriginalInterviewwithMicheal.wav,1.54 GB,stereo,wav,96 kHz,24 bits,d4c4db7589531b9a41d1400386892f2f,md5,10-0391t4,1993-09-12,,,,KBOO history,,Saleable,,,,,,,S:StaffAnalog Archive Project_final10inchreel,,,big hole,5/9/2016,noise from edits throughout. 24:48 - noise 31:18 - noise from edit 40:53 - Audio levels drop for 20 sec. approx. 41:28 - noise from edit,1003977,BAVC barcode,,
8,"KBOO 25th Anniversary: Walt, Curtis, and Roger Ferguson",,,digitized 5/2/2016 BAVC,KBOO Archives Room,,1/4 inch audio tape,,kboo_10-0391t3_19930912_WaltAndRoger.mp3,kboo_10-0391t3_19930912_WaltAndRoger.wav,1.58 GB,stereo,wav,96 kHz,24 bits,3098ee1bd89435ca1e19be487d1d0e8a,md5,10-0391t3,1993-09-12,,,,KBOO history,,Saleable,,,,,,,S:StaffAnalog Archive Project_final10inchreel,,,big hole,5/2/2016,,1003976,BAVC barcode,,
7,"KBOO 25th Anniversary: Mary, Michael, Carol",,,digitized 5/2/2016 BAVC,KBOO Archives Room,,1/4 inch audio tape,,kboo_10-0391t2_19930912_MaryMichaelCarol.mp3,kboo_10-0391t2_19930912_MaryMichaelCarol.wav,2.15 GB,stereo,wav,96 kHz,24 bits,872fbf5afbef5b59ff4ad84819e6667b,md5,10-0391t2,1993-09-12,,,,KBOO history,,Saleable,,,,,,,S:StaffAnalog Archive Project_final10inchreel,,,big hole,5/2/2016,,1003974,BAVC barcode,,
6,"KBOO 25th Anniversary: Mary, Michael, Carol",,,digitized 5/4/2016 BAVC,KBOO Archives Room,,1/4 inch audio tape,,kboo_10-0391t1_19930912_MaryMichaelCarol.mp3,kboo_10-0391t1_19930912_MaryMichaelCarol.wav,1.33 GB,stereo,wav,96 kHz,24 bits,5da83371aec7981bb4a0291e4a4fdd33,md5,10-0391t1,1993-09-12,unknown,,"History, Media",KBOO history,,Saleable,,,,,,,S:StaffAnalog Archive Project_final10inchreel,,,"loose, uneven wind, popped strands big hole white substance on tape",5/4/2016,added leader to both sides Some audio distortion,1003973,BAVC barcode,,
5,"KBOO 25th Anniversary: Gray, Pue, and Andy Simon",,,digitized 5/2/2016 BAVC,KBOO Archives Room,,1/4 inch audio tape,,kboo_10-0390t2_19930913_GrayAndPueAndAndy.mp3,kboo_10-0390t2_19930913_GrayAndPueAndAndy.wav,2.44 GB,stereo,wav,96 kHz,24 bits,671d7e577d318db4232d22fe6541888b,md5,10-0390t2,1993-09-13,asset recorded,Gray Haertig (Interviewee),"History, Media",KBOO history. Gray Haertig is a KBOO engineer.,,Saleable,,,,,,,S:StaffAnalog Archive Project_final10inchreel,,,big hole.,2016-05-92,01:06:36 - Audio drops out for 53 sec. approx.,1003975,BAVC barcode,,
4,KBOO 25th Anniversary: Gray and Pue,,,digitized 5/2/2016 BAVC,KBOO Archives Room,,1/4 inch audio tape,,kboo_10-0390t1_19930913_GrayAndPue.mp3,kboo_10-0390t1_19930913_GrayAndPue.wav,2.17 GB,stereo,wav,96 kHz,24 bits,eaba7398eaae1c13dee4f557e00866a4,md5,10-0390t1,1993-09-13,asset recorded,Gray Haertig (Interviewee),,KBOO history. Gray Haertig is a KBOO engineer. Gray Hastig & Pue (Robert Rogers). KBOO radio engineers reminisce. Gray 9/68 @ KBOO. Previously at KRAB w/ Dawson & Calhoun,,Saleable,,,,,,,S:StaffAnalog Archive Project_final10inchreel,,,"loose, uneven wind, popped strands big hole tails out.",5/2/2016,,1003972,BAVC barcode,,
3,KBOO 25th Anniversary: Remembering KBOO,,,digitized 5/4/2016 BAVC,KBOO Archives Room,,1/4 inch audio tape,,kboo_10-0389t2_19930915_RememberKBOO.mp3,kboo_10-0389t2_19930915_RememberKBOO.wav,2.19 GB,stereo,wav,96 kHz,24 bits,bd5ab4ac13129a70e959aba21e7ceca8,md5,10-0389t2,1993-09-15,asset recorded,,,KBOO history,,Saleable,,,,Master,,,S:StaffAnalog Archive Project_final10inchreel,,,"loose, uneven wind, popped strands big hole tails out.",5/4/2016,"various points of noise/messed up audio throughout got the best transfer out of tape that I could, 02:43 - noise 06:11 - break in audio 13:38 - noise 15:12 - noise 18:01 - noise 23:53 - noise 50:29 - break in audio 60:52 - noise 61:06 - noise 61:28 - noise 61:34 - noise 62:13 - noise 62:31 - noise 66:12 - noise",1003971,BAVC barcode,,
2,KBOO 25th Anniversary: Remembering KBOO,,,digitized 4/27/2016 BAVC,KBOO Archives Room,,1/4 inch audio tape,02:08:00,kboo_10-0389t1_19930915_25thAnnivRemembering.mp3,kboo_10-0389t1_19930915_25thAnnivRemembering.wav,2.56 GB,stereo,wav,96 kHz,24 bits,4eb44e008cb2436e9615f9ae9f40b78f,md5,10-0389t1,1993-09-15,asset recorded,,"History, Media",KBOO history,,Saleable,,,,Master,,,S:StaffAnalog Archive Project_final10inchreel,,,"loose, uneven wind, popped strands big hole.",4/27/2016,"tape from splices very gooey, had to clean through all of splices recorded at 15ips, slowed to 7.5ips in post",1003970,BAVC barcode,,
1,test audio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
